CASE_ID,CASE_TYPE,CASE_OPEN_DATE,CASE_CLOSED_DATE,CASE_REOPEN_DATE,DISAB_FLG
SD48622530,Emp and Assistance,1994-04-18,2023-02-09,2020-01-24,Y
SD47921358,Emp and Assistance,1992-01-02,2014-04-04,2014-02-14,N
SD48527144,Emp and Assistance,2007-08-10,2021-11-24,2021-10-20,N
SD47327557,Emp and Assistance,1998-03-30,2022-04-08,2014-08-20,Y
SD47724955,Emp and Assistance,2003-01-28,2003-07-02,2003-06-26,Y
SD48938820,Emp and Assistance,1991-03-12,2000-11-07,2000-05-25,N
SD47120729,Emp and Assistance,1998-01-07,2019-04-04,2018-05-25,N
SD48334174,Emp and Assistance,1995-05-11,2022-10-21,2017-10-10,N
SD47365382,Emp and Assistance,1993-11-23,2022-09-16,2020-09-29,N
SD48867654,Emp and Assistance,1997-10-27,2022-11-24,2015-04-20,Y
SD47863736,Emp and Assistance,2010-08-17,2018-10-20,2015-12-31,N
SD49063159,Emp and Assistance,2001-02-19,2022-12-12,2020-02-06,N
SD47656591,Emp and Assistance,2012-02-03,2023-03-22,2015-12-30,N
SD48873639,Emp and Assistance,2011-03-18,2020-01-18,2019-10-04,N
SD49021354,Emp and Assistance,1992-06-29,2002-02-28,2000-10-24,N
SD47000146,Emp and Assistance,1994-07-18,2023-08-18,2011-04-04,Y
SD47315886,Emp and Assistance,1979-07-01,2023-07-05,2019-03-19,Y
SD48754870,Emp and Assistance,1993-08-16,2007-07-06,2006-07-13,N
SD47287669,Emp and Assistance,1992-01-16,2014-07-18,2004-01-20,Y
SD48251912,Emp and Assistance,1992-01-14,2003-02-17,2000-10-18,N
SD48747568,Emp and Assistance,1992-11-19,2023-07-10,2022-11-16,Y
SD48574084,Emp and Assistance,1997-08-19,2022-09-13,2001-05-17,Y
SD47264931,Emp and Assistance,1996-03-28,2022-10-21,2020-09-30,N
SD47763873,Emp and Assistance,1991-11-15,2003-10-10,1998-07-16,Y
SD47751654,Emp and Assistance,1997-07-18,2008-12-16,2008-04-02,N
SD48336489,Emp and Assistance,2009-07-10,2015-05-06,2014-12-05,N
SD48965155,Emp and Assistance,1994-10-04,1999-11-12,1998-04-09,N
SD47898070,Emp and Assistance,2008-01-18,2023-07-14,2016-01-05,N
SD48875325,Emp and Assistance,2009-01-27,2013-09-18,2013-08-01,Y
SD47698075,Emp and Assistance,1991-09-26,2023-08-22,2011-01-25,Y
SD421968982,Emp and Assistance,2014-10-01,2023-08-18,2015-05-22,N
SD49066109,Emp and Assistance,2011-11-02,2020-06-26,2018-12-19,Y
SD48041439,Emp and Assistance,1992-12-03,1998-12-24,1994-11-10,N
SD47083024,Emp and Assistance,2009-04-03,2022-10-12,2010-10-22,Y
SD47222790,Emp and Assistance,1997-07-03,2014-06-18,2008-12-23,N
SD47242320,Emp and Assistance,1996-09-06,2014-03-20,2009-02-05,Y
SD70239727,Emp and Assistance,2012-08-23,2022-12-01,2021-08-17,N
SD48465262,Emp and Assistance,1991-04-11,2022-07-22,2015-10-28,Y
SD48670171,Emp and Assistance,2012-01-10,2016-09-17,2014-07-21,N
SD48751534,Emp and Assistance,1993-10-26,2023-03-17,2021-12-20,N
SD47387140,Emp and Assistance,2010-01-27,2022-05-31,2018-12-12,Y
SD48634051,Emp and Assistance,1979-02-01,2021-03-20,2020-12-15,Y
SD47557237,Emp and Assistance,2007-04-25,2023-02-11,2021-02-10,N
SD48840266,Emp and Assistance,2007-11-14,2017-08-15,2016-02-23,N
SD47548521,Emp and Assistance,2006-08-02,2023-04-14,2021-10-04,N
SD48050201,Emp and Assistance,2007-10-30,2015-10-17,2015-06-11,N
SD48344723,Emp and Assistance,1997-09-18,2002-11-18,2002-07-30,N
SD47714685,Emp and Assistance,2002-05-28,2022-12-17,2022-05-06,N
SD467632644,Emp and Assistance,2015-01-08,2023-09-15,2019-07-17,N
SD48410931,Emp and Assistance,2009-05-22,2012-01-20,2011-06-27,N
SD48723910,Emp and Assistance,2009-08-21,2013-09-19,2012-05-15,N
SD47262005,Emp and Assistance,1994-07-19,2018-06-21,1999-12-02,Y
SD47291492,Emp and Assistance,1992-07-21,2001-03-20,2000-09-29,N
SD48189096,Emp and Assistance,2010-09-08,2018-11-21,2016-11-18,Y
SD47951622,Emp and Assistance,2007-05-24,2011-10-12,2010-02-02,N
SD47689636,Emp and Assistance,1994-06-21,2009-08-14,2009-07-13,Y
SD48195531,Emp and Assistance,2006-12-08,2017-08-19,2009-06-19,Y
SD47313707,Emp and Assistance,2001-12-07,2023-04-14,2020-06-04,N
SD47671540,Emp and Assistance,2000-09-14,2022-06-15,2021-11-08,N
SD47291529,Emp and Assistance,1991-06-27,2002-07-03,2002-03-13,N
SD48039174,Emp and Assistance,1993-04-05,2021-01-16,2019-12-12,N
SD48160157,Emp and Assistance,1993-07-23,2022-10-21,2004-01-15,N
SD48188669,Emp and Assistance,2010-06-17,2023-05-02,2014-10-14,Y
SD47544397,Emp and Assistance,1996-03-22,2022-02-09,2013-01-28,Y
SD47378482,Emp and Assistance,1997-04-18,2022-03-07,2017-03-28,Y
SD48064272,Emp and Assistance,1992-12-04,2022-12-17,2022-09-09,Y
SD47104277,Emp and Assistance,2002-02-01,2019-04-19,2016-07-28,N
SD47206490,Emp and Assistance,2009-02-17,2014-10-15,2010-06-09,N
SD47888987,Emp and Assistance,1994-10-20,2002-07-03,2002-06-12,N
SD48195664,Emp and Assistance,2006-12-19,2022-08-19,2022-01-04,N
SD48169754,Emp and Assistance,2007-03-06,2017-04-22,2017-01-24,N
SD47644670,Emp and Assistance,1995-08-31,2021-09-02,2008-12-12,Y
SD49062000,Emp and Assistance,2000-12-12,2014-05-23,2013-01-16,N
SD47298907,Emp and Assistance,1991-12-27,2002-06-05,2001-09-20,N
SD47324634,Emp and Assistance,2010-05-14,2023-05-12,2021-12-20,N
SD47362795,Emp and Assistance,1994-12-23,2007-04-26,1999-01-21,N
SD47025944,Emp and Assistance,1996-09-19,2023-06-06,2009-09-14,Y
SD48609387,Emp and Assistance,1994-09-29,2018-01-11,2017-10-17,N
SD48918768,Emp and Assistance,1995-03-20,2004-12-21,2004-12-10,N
SD48577440,Emp and Assistance,2010-05-27,2016-12-07,2016-08-17,N
SD48848875,Emp and Assistance,2012-02-15,2019-01-19,2017-08-09,N
SD48233170,Emp and Assistance,2010-05-25,2011-02-03,2010-11-17,N
SD1179962833,Emp and Assistance,2019-09-26,2022-05-20,2021-09-29,N
SD1362928163,Emp and Assistance,2022-12-16,2023-08-23,2023-01-31,N
SD48592985,Emp and Assistance,1992-11-27,2022-03-18,2021-12-23,N
SD47509404,Emp and Assistance,2011-08-11,2020-05-13,2016-06-20,Y
SD47142521,Emp and Assistance,1998-02-10,2023-04-20,2017-05-30,Y
SD47401891,Emp and Assistance,1997-01-17,2018-04-21,2015-10-05,N
SD48297817,Emp and Assistance,1992-09-04,2012-05-18,2011-08-23,Y
SD48322243,Emp and Assistance,1992-11-06,2012-01-04,2011-01-06,N
SD48545490,Emp and Assistance,1992-04-15,2021-02-13,2012-08-16,N
SD48495623,Emp and Assistance,2011-01-14,2019-05-02,2012-06-04,N
SD48973206,Emp and Assistance,1998-11-03,2005-04-12,1998-12-11,N
SD47763093,Emp and Assistance,1991-10-22,2022-12-17,2016-10-31,N
SD48219271,Emp and Assistance,2001-01-18,2004-04-15,2004-03-31,N
SD1311222047,Emp and Assistance,2021-06-17,2022-04-21,2022-03-24,Y
SD47072546,Emp and Assistance,1995-09-08,2002-09-06,1999-01-22,N
SD47917059,Emp and Assistance,2011-03-17,2012-03-13,2011-11-28,N
SD47506551,Emp and Assistance,2011-03-18,2022-12-17,2012-07-03,Y
SD47849742,Emp and Assistance,1991-05-30,2003-01-17,1998-03-13,N
SD48104117,Emp and Assistance,1991-08-07,2021-10-28,2014-10-27,N
SD48783661,Emp and Assistance,2004-09-20,2017-09-16,2016-09-02,N
SD47161716,Emp and Assistance,2009-04-17,2009-12-04,2009-06-23,N
SD47779555,Emp and Assistance,1995-01-09,2004-06-18,1997-08-19,N
SD48381919,Emp and Assistance,2002-10-21,2018-11-17,2013-12-06,N
SD48023839,Emp and Assistance,2003-05-27,2013-04-20,2013-01-08,N
SD47512990,Emp and Assistance,2001-09-11,2004-09-09,2001-09-17,N
SD47376218,Emp and Assistance,1997-03-07,2019-12-31,2017-09-08,N
SD47832450,Emp and Assistance,2008-07-04,2009-04-17,2008-09-15,N
SD48704094,Emp and Assistance,1995-11-10,2023-02-11,2014-03-18,Y
SD47840589,Emp and Assistance,1991-11-01,2022-07-06,2010-06-17,Y
SD1295886500,Emp and Assistance,2020-12-04,2022-02-10,2021-05-04,N
SD506501540,Bus Pass,2015-03-26,2022-12-01,2020-07-10,Y
SD47583285,Emp and Assistance,1994-10-28,1999-08-31,1999-08-20,N
SD48019785,Emp and Assistance,1994-10-31,2011-09-12,2008-02-21,N
SD47287812,Emp and Assistance,1995-04-28,2009-11-13,2009-03-26,Y
SD48800036,Emp and Assistance,2008-01-31,2019-01-19,2018-10-15,N
SD47367414,Emp and Assistance,1991-03-22,2000-10-31,2000-10-30,N
SD49036816,Emp and Assistance,2011-09-16,2021-04-20,2016-05-06,Y
SD404023332,Bus Pass,2014-08-20,2023-01-12,2022-12-02,Y
SD48175970,Emp and Assistance,1997-09-04,2023-04-19,2012-06-27,N
SD47647836,Emp and Assistance,1995-03-20,2015-07-23,2013-07-08,Y
SD47769781,Emp and Assistance,2011-01-18,2023-06-14,2022-08-16,N
SD47298449,Emp and Assistance,1991-11-18,2022-12-17,2022-09-29,Y
SD46993632,Emp and Assistance,1998-05-15,2005-05-12,2005-05-02,N
SD47874685,Emp and Assistance,1999-08-20,2019-02-14,2013-02-06,Y
SD47698527,Emp and Assistance,1991-10-10,2000-01-05,1995-03-21,N
SD1122985699,Emp and Assistance,2019-03-28,2023-04-14,2023-01-19,N
SD1311222188,Emp and Assistance,2021-06-17,2022-10-31,2022-07-07,Y
SD48751312,Emp and Assistance,1992-12-30,2022-09-16,2018-04-06,N
SD48297390,Emp and Assistance,1991-03-22,2001-08-17,2001-07-09,N
SD47209225,Emp and Assistance,1999-04-29,2023-05-12,2022-07-27,N
SD47338788,Emp and Assistance,2001-12-06,2007-08-07,2007-07-12,N
SD47883009,Emp and Assistance,1993-01-18,2022-11-10,2022-09-26,N
SD47324326,Emp and Assistance,1992-02-13,2021-09-14,2003-03-10,Y
SD48687413,Emp and Assistance,2011-07-22,2023-06-16,2022-10-03,N
SD46967540,Emp and Assistance,2009-10-05,2013-10-18,2013-01-09,N
SD47849573,Emp and Assistance,1992-01-10,2021-05-31,2004-01-19,Y
SD48183628,Emp and Assistance,1991-05-23,2012-01-05,2011-10-07,N
SD48256022,Emp and Assistance,1992-10-14,2005-05-24,2005-04-06,N
SD48012907,Emp and Assistance,1995-09-22,2023-08-18,2022-10-27,N
SD47246577,Emp and Assistance,1995-07-25,2004-11-01,2000-10-17,N
SD47170343,Emp and Assistance,1996-08-02,2009-10-23,2009-02-12,Y
SD47254501,Emp and Assistance,2009-03-18,2017-06-17,2016-11-16,N
SD48292638,Emp and Assistance,1991-12-05,2016-07-12,2015-09-30,N
SD48364679,Emp and Assistance,1995-03-28,2021-11-12,2018-07-17,N
SD47109153,Emp and Assistance,2001-06-28,2002-10-09,2002-10-08,N
SD47340200,Emp and Assistance,1991-12-20,2020-09-11,2006-03-15,N
SD48021978,Emp and Assistance,2009-10-23,2023-08-17,2018-09-11,Y
SD47832826,Emp and Assistance,2008-08-12,2014-03-17,2010-10-12,N
SD48174197,Emp and Assistance,1994-03-22,2006-07-06,2006-02-09,N
SD47871492,Emp and Assistance,1995-01-24,2023-03-03,2010-12-07,Y
SD84928199,Emp and Assistance,2012-09-28,2023-05-15,2022-02-07,N
SD48815038,Emp and Assistance,1994-01-18,2021-05-28,2007-06-21,Y
SD48006583,Emp and Assistance,1992-08-10,2010-05-14,2009-10-29,N
SD47169190,Emp and Assistance,2000-12-11,2010-07-16,2010-04-01,N
SD47618073,Emp and Assistance,2004-04-26,2007-09-21,2004-08-31,Y
SD47864259,Emp and Assistance,1991-12-23,2000-06-22,2000-02-23,N
SD48142460,Emp and Assistance,1992-07-07,2019-04-29,2004-07-14,N
SD1291720426,Emp and Assistance,2020-10-20,2023-01-13,2022-02-11,N
SD48472195,Emp and Assistance,1995-09-07,2023-09-13,2000-06-27,Y
SD47030440,Emp and Assistance,1991-12-12,2022-04-22,2021-09-16,N
SD47193842,Emp and Assistance,2009-08-11,2020-08-04,2020-03-13,N
SD47909044,Emp and Assistance,2005-11-22,2009-08-31,2006-02-10,N
SD46950827,Emp and Assistance,1992-07-20,2014-10-23,2013-05-30,N
SD47701231,Emp and Assistance,1999-10-25,2002-06-03,2001-03-30,N
SD47873098,Emp and Assistance,2006-04-25,2020-07-09,2008-11-05,Y
SD48724401,Emp and Assistance,1997-04-18,2004-07-13,2004-05-06,N
SD47034343,Emp and Assistance,2002-08-09,2011-07-22,2009-09-04,N
SD1273865955,Emp and Assistance,2020-06-19,2023-06-16,2022-10-28,N
SD47356020,Emp and Assistance,1991-08-13,2020-11-25,2005-06-02,Y
SD47889356,Emp and Assistance,1992-10-05,2020-09-28,1999-03-17,Y
SD552496014,Emp and Assistance,2015-07-07,2022-08-03,2021-10-14,N
SD48098286,Emp and Assistance,2008-11-24,2022-03-18,2021-08-30,N
SD47632117,Emp and Assistance,1993-06-30,2021-03-16,2017-10-11,Y
SD48312508,Emp and Assistance,1992-10-20,2005-10-17,2005-09-12,Y
SD48514013,Emp and Assistance,1992-06-02,2007-09-21,1993-06-07,N
SD48840817,Emp and Assistance,2007-01-15,2020-03-11,2019-01-18,N
SD47160725,Emp and Assistance,1995-08-14,2005-01-10,2004-09-16,N
SD48951723,Emp and Assistance,2008-11-06,2022-12-12,2020-04-16,N
SD48608631,Emp and Assistance,1994-09-13,2020-03-21,2019-03-14,N
SD48034694,Emp and Assistance,1992-03-12,2010-12-13,2008-12-05,Y
SD48495082,Emp and Assistance,1995-06-19,2013-04-10,2010-12-10,N
SD47889546,Emp and Assistance,1992-10-05,2021-06-29,2012-01-12,Y
SD47157508,Emp and Assistance,1992-10-30,1997-03-27,1996-09-12,N
SD48195786,Emp and Assistance,2006-12-20,2016-06-18,2012-03-29,N
SD47870353,Emp and Assistance,2006-01-03,2022-02-25,2012-06-20,Y
SD48467231,Emp and Assistance,2012-02-29,2022-12-17,2022-04-01,N
SD47644205,Emp and Assistance,1992-01-16,2022-06-17,2009-02-23,N
SD48325318,Emp and Assistance,1992-06-15,2008-04-10,2007-05-08,N
SD47170169,Emp and Assistance,2001-10-03,2014-07-11,2014-04-09,N
SD48330547,Emp and Assistance,2001-09-07,2013-08-14,2012-06-06,Y
SD48348916,Emp and Assistance,1996-01-18,2017-04-22,2016-06-30,N
SD48577979,Emp and Assistance,1993-01-25,2022-09-16,2021-02-18,N
SD48938057,Emp and Assistance,1991-09-11,2012-07-05,2012-04-24,N
SD47666337,Emp and Assistance,1998-03-18,2023-09-15,2022-09-06,N
SD47292335,Emp and Assistance,1994-02-28,2008-04-15,2008-04-15,Y
SD438713457,Emp and Assistance,2014-11-06,2017-01-09,2016-04-13,N
SD47103484,Emp and Assistance,2002-01-10,2007-04-24,2006-10-12,N
SD47962396,Emp and Assistance,1999-03-25,2004-06-16,2003-12-02,Y
SD47655639,Emp and Assistance,2010-02-23,2010-08-09,2010-06-01,N
SD47055652,Emp and Assistance,1992-12-14,2022-07-22,2003-01-21,Y
SD47910632,Emp and Assistance,2006-10-24,2008-04-04,2008-01-31,N
SD947898651,Emp and Assistance,2018-02-06,2023-05-12,2019-07-09,N
SD47671560,Emp and Assistance,2000-09-11,2019-12-04,2003-07-21,Y
SD47798755,Emp and Assistance,1992-03-31,2022-07-19,2018-02-08,N
SD48945800,Emp and Assistance,1999-03-05,2002-05-31,2002-02-19,N
SD47313785,Emp and Assistance,2002-01-02,2016-10-18,2016-08-10,N
SD48912214,Emp and Assistance,1997-10-20,2002-11-07,2001-12-14,N
SD47059152,Emp and Assistance,2011-05-13,2023-06-16,2011-05-19,Y
SD48256013,Emp and Assistance,1992-03-23,1996-12-03,1996-09-04,N
SD47138971,Emp and Assistance,1993-03-12,2000-08-10,2000-08-08,N
SD47142512,Emp and Assistance,1998-02-23,2018-12-03,2018-01-19,N
SD48353438,Emp and Assistance,1991-03-26,2019-05-08,2009-12-02,Y
SD48572538,Emp and Assistance,2010-04-01,2022-02-15,2011-01-31,Y
SD215508079,Emp and Assistance,2013-06-28,2023-03-17,2022-06-02,N
SD47977903,Emp and Assistance,1992-07-28,2009-12-11,2008-12-09,N
SD47977573,Emp and Assistance,1992-07-14,2022-06-17,2021-07-22,N
SD47690259,Emp and Assistance,1994-07-06,2005-01-14,2004-06-14,N
SD46992925,Emp and Assistance,1998-04-24,2021-11-12,2018-11-01,N
SD47672107,Emp and Assistance,2000-09-28,2005-03-03,2004-03-01,N
SD48169590,Emp and Assistance,2007-02-12,2007-11-07,2007-04-16,N
SD49014059,Emp and Assistance,1992-06-11,2008-07-09,2008-05-09,Y
SD48186630,Emp and Assistance,1993-08-31,2017-03-20,2008-03-20,Y
SD47268057,Emp and Assistance,1991-03-14,2017-06-12,2010-08-19,Y
SD47142279,Emp and Assistance,1998-01-29,2002-06-21,2002-06-20,N
SD47497048,Emp and Assistance,1992-12-01,2023-02-11,2020-01-30,N
SD47011206,Emp and Assistance,2003-11-06,2005-10-11,2004-11-01,N
SD48058675,Emp and Assistance,2007-11-28,2012-10-18,2012-07-05,N
SD47395921,Emp and Assistance,1995-08-22,2002-08-01,1999-02-02,N
SD138998564,Emp and Assistance,2013-01-22,2023-04-27,2023-02-28,Y
SD49006657,Emp and Assistance,2006-02-14,2009-08-27,2009-06-05,N
SD47822618,Emp and Assistance,2008-10-03,2023-03-29,2022-09-13,Y
SD48064835,Emp and Assistance,1991-07-10,1997-01-06,1996-10-30,N
SD48901976,Emp and Assistance,1993-09-30,2022-04-22,2019-09-20,N
SD48061203,Emp and Assistance,1993-03-24,2023-09-15,2021-01-11,N
SD48658759,Emp and Assistance,1991-06-06,2023-07-14,2022-10-14,N
SD48262474,Emp and Assistance,1991-05-27,2010-03-19,2008-11-17,N
SD48169165,Emp and Assistance,2007-02-23,2013-04-20,2008-04-24,N
SD47327707,Emp and Assistance,2000-08-10,2023-09-15,2023-01-25,N
SD48396362,Emp and Assistance,2011-03-15,2019-09-21,2019-02-06,N
SD270211823,Emp and Assistance,2013-11-04,2015-08-22,2014-04-22,N
SD48160188,Emp and Assistance,1993-07-27,1997-04-17,1996-11-05,N
SD48178103,Emp and Assistance,2008-04-09,2017-07-25,2015-04-15,N
SD48832135,Emp and Assistance,1993-07-29,2023-04-14,2022-09-06,N
SD47495497,Emp and Assistance,2008-04-29,2009-06-12,2009-03-03,N
SD47055461,Emp and Assistance,1995-07-06,2002-07-03,2002-02-04,N
SD47872158,Emp and Assistance,1993-11-26,2007-05-11,2007-03-19,Y
SD47392219,Emp and Assistance,1998-11-27,2022-10-13,2011-01-25,Y
SD47845619,Emp and Assistance,2000-08-17,2004-10-04,2004-03-26,N
SD48606806,Emp and Assistance,1994-08-17,2013-12-03,2013-10-15,N
SD47595793,Emp and Assistance,1995-11-27,2005-06-23,2005-01-04,N
SD48982166,Emp and Assistance,1999-09-15,2022-08-19,2019-01-28,N
SD47515078,Emp and Assistance,2005-07-20,2022-07-13,2021-02-12,N
SD1297444933,Emp and Assistance,2020-12-22,2022-03-18,2021-12-15,N
SD310066896,Emp and Assistance,2014-01-30,2017-10-04,2017-05-19,N
SD48643218,Emp and Assistance,2010-11-10,2022-05-11,2020-01-13,N
SD47690413,Emp and Assistance,1994-07-08,2002-12-13,2002-07-05,N
SD47214008,Emp and Assistance,2011-06-20,2023-06-16,2023-03-31,N
SD47172937,Emp and Assistance,1998-08-24,2021-11-12,2020-01-31,N
SD48599653,Emp and Assistance,1992-06-03,2013-07-19,2013-02-07,N
SD47150423,Emp and Assistance,1994-12-05,2009-06-12,2009-01-15,N
SD46974480,Emp and Assistance,2009-05-22,2022-07-07,2012-11-13,Y
SD47751685,Emp and Assistance,1992-11-03,2011-03-18,2004-01-14,N
SD49014221,Emp and Assistance,1999-10-26,2015-06-04,2011-06-14,N
SD48095615,Emp and Assistance,2000-10-24,2002-06-13,2001-06-25,N
SD47139030,Emp and Assistance,1991-07-05,2023-08-01,2000-07-25,Y
SD48550322,Emp and Assistance,1994-06-23,2014-08-12,2013-04-25,N
SD47458097,Emp and Assistance,2001-11-16,2006-06-28,2006-04-24,N
SD48627063,Emp and Assistance,1991-07-18,2017-03-20,2015-01-13,N
SD48173581,Emp and Assistance,1994-03-03,2014-06-18,2014-05-01,N
SD47160711,Emp and Assistance,1995-08-15,2001-12-06,2001-11-22,N
SD47040224,Emp and Assistance,1996-05-15,2005-07-07,2000-12-04,N
SD47680294,Emp and Assistance,1992-10-13,2020-08-10,1996-01-15,N
SD1124234801,Emp and Assistance,2019-03-29,2022-06-17,2019-09-25,N
SD59764607,Emp and Assistance,2012-07-27,2018-02-08,2015-10-09,Y
SD48358979,Emp and Assistance,1999-01-04,2023-02-28,2007-04-04,N
SD49000456,Emp and Assistance,2002-07-05,2023-01-13,2021-12-21,N
SD47354558,Emp and Assistance,2001-10-11,2020-04-24,2008-10-01,Y
SD47274917,Emp and Assistance,1996-02-08,2021-02-13,2020-11-25,N
SD48856812,Emp and Assistance,1991-09-16,2012-02-17,2011-08-17,N
SD48007560,Emp and Assistance,1992-02-25,2016-05-10,2016-03-15,N
SD48010693,Emp and Assistance,2009-03-31,2019-07-20,2018-02-16,N
SD757582653,Emp and Assistance,2016-11-02,2022-04-22,2022-01-11,N
SD1318555283,Emp and Assistance,2021-09-21,2022-06-21,2022-06-21,N
SD47514342,Emp and Assistance,2003-08-29,2022-05-03,2016-06-21,Y
SD47164173,Emp and Assistance,1995-06-30,2011-03-02,2010-08-13,N
SD47658544,Emp and Assistance,1995-12-01,2003-11-27,2003-08-08,N
SD47155467,Emp and Assistance,1992-01-17,2022-08-19,2022-02-16,Y
SD47645055,Emp and Assistance,1996-08-15,2020-01-06,2018-06-11,Y
SD48319380,Emp and Assistance,1992-10-27,2005-10-11,2005-07-18,N
SD49010478,Emp and Assistance,2012-05-16,2022-09-22,2022-09-02,N
SD723758093,Emp and Assistance,2016-08-11,2023-07-06,2017-09-27,Y
SD223330389,Emp and Assistance,2013-07-17,2022-12-17,2018-10-01,N
SD47362533,Emp and Assistance,1991-07-10,1996-10-03,1995-04-27,N
SD47161112,Emp and Assistance,1995-08-22,2020-07-31,2019-03-20,Y
SD48840178,Emp and Assistance,2007-01-19,2022-10-21,2010-01-07,N
SD47086695,Emp and Assistance,1995-04-26,2000-03-31,1999-12-07,N
SD47330587,Emp and Assistance,2010-08-20,2012-08-25,2012-03-22,N
SD46988527,Emp and Assistance,2002-03-28,2016-01-16,2013-09-13,Y
SD47004131,Emp and Assistance,2009-06-23,2015-06-12,2014-07-18,N
SD47678749,Emp and Assistance,2000-01-10,2007-04-05,2006-08-17,N
SD47823118,Emp and Assistance,1996-11-27,2006-05-26,2005-12-12,N
SD995854110,Emp and Assistance,2018-06-01,2022-07-11,2021-04-12,N
SD1089418229,Emp and Assistance,2019-01-16,2023-01-24,2023-01-24,Y
SD591373290,Emp and Assistance,2015-10-06,2020-12-12,2019-05-06,N
SD167701011,Emp and Assistance,2013-03-19,2023-03-07,2022-12-29,N
SD48178123,Emp and Assistance,2011-02-18,2015-01-17,2014-05-14,N
SD47549569,Emp and Assistance,2000-07-05,2023-04-14,2021-03-23,Y
SD47674272,Emp and Assistance,1999-11-18,2009-03-31,2008-12-05,N
SD47846475,Emp and Assistance,1991-12-12,2023-08-01,1992-07-07,Y
SD48982635,Emp and Assistance,1994-01-07,2022-10-21,2022-03-15,N
SD47217502,Emp and Assistance,2009-07-21,2018-06-23,2015-04-15,N
SD1060759932,Emp and Assistance,2018-11-05,2022-12-02,2019-07-31,N
SD603565407,Emp and Assistance,2015-11-03,2018-10-20,2017-03-09,N
SD47429972,Emp and Assistance,1994-12-08,2004-11-09,2003-03-20,N
SD47298997,Emp and Assistance,2010-05-10,2013-10-22,2013-08-14,N
SD994216033,Emp and Assistance,2018-05-29,2023-05-04,2021-02-12,Y
SD47409297,Emp and Assistance,2002-10-16,2022-11-18,2013-01-29,N
SD48783236,Emp and Assistance,2010-11-22,2023-04-18,2022-12-08,N
SD48351670,Emp and Assistance,2004-12-02,2011-06-16,2008-04-09,N
SD47538320,Emp and Assistance,1994-07-13,2001-05-09,2001-05-09,N
SD48885121,Emp and Assistance,1994-03-30,2010-03-25,2009-08-12,Y
SD48542505,Emp and Assistance,2005-02-01,2023-06-16,2018-12-21,N
SD47441563,Emp and Assistance,1999-07-15,2023-06-16,2017-01-09,N
SD896783265,Emp and Assistance,2017-10-04,2022-01-26,2021-05-27,N
SD47224731,Emp and Assistance,1991-03-22,2023-03-16,2014-10-16,Y
SD48585306,Emp and Assistance,1994-01-24,2006-04-10,2005-04-28,N
SD959882235,Emp and Assistance,2018-03-07,2023-03-02,2022-10-06,N
SD883485324,Emp and Assistance,2017-08-31,2022-04-22,2018-11-27,N
SD47548176,Emp and Assistance,2006-07-19,2020-04-18,2017-05-05,N
SD47849737,Emp and Assistance,1993-08-09,2012-03-09,2010-01-08,N
SD47784839,Emp and Assistance,1998-03-03,2020-02-26,2013-05-28,Y
SD48899211,Emp and Assistance,1992-10-26,2015-07-22,2015-04-29,N
SD48473802,Emp and Assistance,2004-06-10,2013-12-11,2012-02-06,N
SD47408974,Emp and Assistance,2002-10-03,2022-10-19,2021-08-12,N
SD47383449,Emp and Assistance,1995-09-21,1999-03-12,1996-09-30,N
SD138998368,Emp and Assistance,2013-01-22,2021-11-12,2017-01-04,N
SD48916452,Emp and Assistance,1995-04-27,2016-11-03,2015-09-30,N
SD48717661,Emp and Assistance,1996-12-09,2009-08-20,2003-06-20,Y
SD715242462,Emp and Assistance,2016-07-20,2023-06-16,2020-10-26,N
SD580808638,Emp and Assistance,2015-09-10,2023-05-17,2016-04-07,Y
SD48292719,Emp and Assistance,1991-07-05,2002-08-08,2002-02-18,N
SD239397295,Emp and Assistance,2013-08-27,2023-05-30,2021-03-04,Y
SD47928095,Emp and Assistance,2009-12-22,2018-02-17,2017-01-04,N
SD47849259,Emp and Assistance,1991-07-09,2023-07-25,2007-03-08,Y
SD47609289,Emp and Assistance,1995-05-30,1998-08-10,1998-02-26,N
SD46967714,Emp and Assistance,2010-01-15,2010-10-22,2010-10-22,N
SD479328653,Emp and Assistance,2015-01-28,2018-03-02,2016-03-24,N
SD48316257,Emp and Assistance,2003-01-15,2023-05-12,2016-03-04,N
SD47164275,Emp and Assistance,1995-07-04,2004-01-02,2003-07-04,N
SD48745609,Emp and Assistance,1992-10-20,2021-09-02,1996-06-20,Y
SD48749343,Emp and Assistance,1992-12-07,2021-09-29,2008-10-17,Y
SD48016523,Emp and Assistance,2008-11-03,2022-08-16,2018-09-25,N
SD476370361,Emp and Assistance,2015-01-22,2022-05-30,2021-06-02,N
SD1207886541,Emp and Assistance,2019-12-17,2020-05-19,2020-05-19,N
SD47372275,Emp and Assistance,1996-10-22,2006-05-18,2004-08-04,Y
SD48312681,Emp and Assistance,1994-10-07,2023-06-16,2023-03-27,N
SD48504065,Emp and Assistance,2008-05-16,2010-07-02,2010-06-29,N
SD461634560,Emp and Assistance,2014-12-22,2022-10-21,2017-09-07,N
SD609872829,Emp and Assistance,2015-11-19,2023-09-15,2023-02-23,N
SD232316729,Emp and Assistance,2013-08-08,2021-08-03,2014-12-11,Y
SD441770146,Emp and Assistance,2014-11-13,2020-10-17,2019-05-28,N
